, Actual 10 m,Predicted 10 m,Error at 10 m , Actual25 m,Predicted 25 m,Error at 25 m , Actual 50 m,Predicted 50 m,Error at 50 m , Actual 80 m,Predicted 80 m,Error at 80 m 
11/27/2011 6:00,39.537234042553195,859.91144,-820.3114379882812,38.81428571428572,854.65234,-815.05234375,35.68918918918919,778.9957,-739.3957275390625,39.6,862.89166,-823.2916625976562
11/27/2011 7:00,39.537234042553195,860.0591,-820.45908203125,38.81428571428572,854.8637,-815.2637084960937,35.68918918918919,779.12335,-739.5233520507812,39.6,862.7764,-823.1764282226562
11/27/2011 8:00,39.537234042553195,859.8883,-820.2883056640625,38.81428571428572,854.823,-815.222998046875,35.68918918918919,779.17084,-739.5708374023437,39.6,862.7804,-823.1803955078125
11/27/2011 9:00,39.537234042553195,859.7741,-820.1741088867187,38.81428571428572,855.0226,-815.4225830078125,35.68918918918919,778.8686,-739.2685913085937,39.6,862.7187,-823.1186889648437
11/27/2011 10:00,39.537234042553195,859.5114,-819.9114135742187,38.81428571428572,855.333,-815.7330078125,35.68918918918919,777.92786,-738.3278564453125,39.6,862.66064,-823.06064453125
11/27/2011 11:00,39.537234042553195,859.739,-820.139013671875,38.81428571428572,855.39856,-815.7985595703125,35.68918918918919,777.99255,-738.3925537109375,39.6,862.62506,-823.0250610351562
11/27/2011 12:00,39.537234042553195,859.9477,-820.3476928710937,38.81428571428572,855.3644,-815.7643798828125,35.68918918918919,778.9522,-739.3522094726562,39.6,862.92505,-823.325048828125
11/27/2011 13:00,39.537234042553195,859.9286,-820.3285888671875,38.81428571428572,855.2187,-815.6186889648437,35.68918918918919,778.7422,-739.1421875,39.6,862.7609,-823.1609252929687
11/27/2011 14:00,39.537234042553195,859.74286,-820.1428588867187,38.81428571428572,855.05316,-815.4531616210937,35.68918918918919,777.54205,-737.9420532226562,39.6,862.53625,-822.9362548828125
11/27/2011 15:00,39.537234042553195,859.66583,-820.0658325195312,38.81428571428572,854.7428,-815.1427978515625,35.68918918918919,777.0333,-737.4333251953125,39.6,862.3514,-822.7513793945312
11/27/2011 16:00,39.537234042553195,860.04395,-820.4439453125,38.81428571428572,855.18787,-815.5878662109375,35.68918918918919,778.1942,-738.5942138671875,39.6,862.7283,-823.128271484375
11/27/2011 17:00,39.084042553191495,860.04395,-820.4439453125,38.41390977443609,855.7653,-816.1653198242187,35.68918918918919,778.4974,-738.8973754882812,39.6,863.02686,-823.42685546875
11/27/2011 18:00,39.084042553191495,853.1859,-814.1859130859375,38.41390977443609,849.6283,-810.6282958984375,34.72972972972973,779.8482,-740.8482055664062,39.0,863.1741,-824.174072265625
11/27/2011 19:00,39.084042553191495,851.0696,-812.069580078125,38.41390977443609,848.13983,-809.1398315429688,34.72972972972973,763.83167,-724.8316650390625,39.0,855.28174,-816.28173828125
11/27/2011 20:00,39.084042553191495,850.94727,-811.947265625,38.0936090225564,848.0149,-809.014892578125,34.72972972972973,756.5001,-717.5001220703125,39.0,851.6971,-812.6970825195312
11/27/2011 21:00,39.084042553191495,850.9448,-811.94482421875,38.0936090225564,843.5505,-804.5504760742188,34.72972972972973,755.4487,-716.44873046875,39.0,851.0875,-812.0875244140625
11/27/2011 22:00,39.084042553191495,851.04834,-812.04833984375,38.0936090225564,842.69336,-803.693359375,34.72972972972973,758.3188,-719.3187866210938,39.0,851.6725,-812.6724853515625
11/27/2011 23:00,39.084042553191495,851.0391,-812.0391235351562,38.41390977443609,842.53937,-803.5393676757812,34.72972972972973,759.33276,-720.332763671875,39.0,851.1039,-812.1038818359375
11/28/2011 0:00,39.084042553191495,850.8461,-811.8461303710938,38.41390977443609,847.4393,-808.4392700195312,34.72972972972973,758.12964,-719.129638671875,39.0,851.2069,-812.2069091796875
